LCLid,StdorToU,DateTime,KWHhh,TimeOfDay
MAC000003,Std,2012-02-27T15:30:00,0.177,15:30:00
MAC000003,Std,2012-02-27T16:00:00,0.102,16:00:00
MAC000003,Std,2012-02-27T16:30:00,0.126,16:30:00
MAC000003,Std,2012-02-27T17:00:00,0.188,17:00:00
MAC000003,Std,2012-02-27T17:30:00,0.264,17:30:00
MAC000003,Std,2012-02-27T18:00:00,0.315,18:00:00
MAC000003,Std,2012-02-27T18:30:00,0.262,18:30:00
MAC000003,Std,2012-02-27T19:00:00,0.331,19:00:00
MAC000003,Std,2012-02-27T19:30:00,0.233,19:30:00
MAC000003,Std,2012-02-27T20:00:00,0.14,20:00:00
MAC000003,Std,2012-02-27T20:30:00,0.17,20:30:00
MAC000003,Std,2012-02-27T21:00:00,0.169,21:00:00
MAC000003,Std,2012-02-27T21:30:00,0.16,21:30:00
MAC000003,Std,2012-02-27T22:00:00,0.221,22:00:00
MAC000003,Std,2012-02-27T22:30:00,0.199,22:30:00
MAC000003,Std,2012-02-27T23:00:00,0.138,23:00:00
MAC000003,Std,2012-02-27T23:30:00,0.13,23:30:00
MAC000003,Std,2012-02-28T00:00:00,0.078,0:00:00
MAC000003,Std,2012-02-28T00:30:00,1.287,0:30:00
MAC000003,Std,2012-02-28T01:00:00,1.404,1:00:00
MAC000003,Std,2012-02-28T01:30:00,0.915,1:30:00
MAC000003,Std,2012-02-28T02:00:00,0.151,2:00:00
MAC000003,Std,2012-02-28T02:30:00,0.469,2:30:00
MAC000003,Std,2012-02-28T03:00:00,0.1,3:00:00
MAC000003,Std,2012-02-28T03:30:00,0.11,3:30:00
MAC000003,Std,2012-02-28T04:00:00,0.394,4:00:00
MAC000003,Std,2012-02-28T04:30:00,0.142,4:30:00
MAC000003,Std,2012-02-28T05:00:00,0.172,5:00:00
MAC000003,Std,2012-02-28T05:30:00,0.47,5:30:00
MAC000003,Std,2012-02-28T06:00:00,0.121,6:00:00
MAC000003,Std,2012-02-28T06:30:00,0.151,6:30:00
MAC000003,Std,2012-02-28T07:00:00,1.007,7:00:00
MAC000003,Std,2012-02-28T07:30:00,0.27,7:30:00
MAC000003,Std,2012-02-28T08:00:00,0.32,8:00:00
MAC000003,Std,2012-02-28T08:30:00,0.279,8:30:00
MAC000003,Std,2012-02-28T09:00:00,0.225,9:00:00
MAC000003,Std,2012-02-28T09:30:00,0.255,9:30:00
MAC000003,Std,2012-02-28T10:00:00,0.28,10:00:00
MAC000003,Std,2012-02-28T10:30:00,0.218,10:30:00
MAC000003,Std,2012-02-28T11:00:00,0.257,11:00:00
MAC000003,Std,2012-02-28T11:30:00,0.295,11:30:00
MAC000003,Std,2012-02-28T12:00:00,0.211,12:00:00
MAC000003,Std,2012-02-28T12:30:00,0.222,12:30:00
MAC000003,Std,2012-02-28T13:00:00,0.162,13:00:00
MAC000003,Std,2012-02-28T13:30:00,0.122,13:30:00
MAC000003,Std,2012-02-28T14:00:00,0.141,14:00:00
MAC000003,Std,2012-02-28T14:30:00,0.126,14:30:00
MAC000003,Std,2012-02-28T15:00:00,0.169,15:00:00
MAC000003,Std,2012-02-28T15:30:00,0.148,15:30:00
MAC000003,Std,2012-02-28T16:00:00,0.096,16:00:00
MAC000003,Std,2012-02-28T16:30:00,0.127,16:30:00
MAC000003,Std,2012-02-28T17:00:00,0.14,17:00:00
MAC000003,Std,2012-02-28T17:30:00,0.194,17:30:00
MAC000003,Std,2012-02-28T18:00:00,0.285,18:00:00
MAC000003,Std,2012-02-28T18:30:00,0.188,18:30:00
MAC000003,Std,2012-02-28T19:00:00,0.251,19:00:00
MAC000003,Std,2012-02-28T19:30:00,0.195,19:30:00
MAC000003,Std,2012-02-28T20:00:00,0.668,20:00:00
MAC000003,Std,2012-02-28T20:30:00,0.41,20:30:00
MAC000003,Std,2012-02-28T21:00:00,0.377,21:00:00
MAC000003,Std,2012-02-28T21:30:00,0.445,21:30:00
MAC000003,Std,2012-02-28T22:00:00,0.229,22:00:00
MAC000003,Std,2012-02-28T22:30:00,0.36,22:30:00
MAC000003,Std,2012-02-28T23:00:00,0.159,23:00:00
MAC000003,Std,2012-02-28T23:30:00,0.157,23:30:00
MAC000003,Std,2012-02-29T00:00:00,0.108,0:00:00
MAC000003,Std,2012-02-29T00:30:00,1.375,0:30:00
MAC000003,Std,2012-02-29T01:00:00,1.449,1:00:00
MAC000003,Std,2012-02-29T01:30:00,1.026,1:30:00
MAC000003,Std,2012-02-29T02:00:00,0.128,2:00:00
MAC000003,Std,2012-02-29T02:30:00,0.443,2:30:00
MAC000003,Std,2012-02-29T03:00:00,0.079,3:00:00
MAC000003,Std,2012-02-29T03:30:00,0.416,3:30:00
MAC000003,Std,2012-02-29T04:00:00,0.123,4:00:00
MAC000003,Std,2012-02-29T04:30:00,0.135,4:30:00
MAC000003,Std,2012-02-29T05:00:00,0.438,5:00:00
MAC000003,Std,2012-02-29T05:30:00,0.088,5:30:00
MAC000003,Std,2012-02-29T06:00:00,0.135,6:00:00
MAC000003,Std,2012-02-29T06:30:00,0.476,6:30:00
MAC000003,Std,2012-02-29T07:00:00,0.132,7:00:00
MAC000003,Std,2012-02-29T07:30:00,0.162,7:30:00
MAC000003,Std,2012-02-29T08:00:00,0.112,8:00:00
MAC000003,Std,2012-02-29T08:30:00,0.259,8:30:00
MAC000003,Std,2012-02-29T09:00:00,0.264,9:00:00
MAC000003,Std,2012-02-29T09:30:00,0.258,9:30:00
MAC000003,Std,2012-02-29T10:00:00,0.273,10:00:00
MAC000003,Std,2012-02-29T10:30:00,0.225,10:30:00
MAC000003,Std,2012-02-29T11:00:00,0.259,11:00:00
MAC000003,Std,2012-02-29T11:30:00,0.188,11:30:00
MAC000003,Std,2012-02-29T12:00:00,0.14,12:00:00
MAC000003,Std,2012-02-29T12:30:00,0.133,12:30:00
MAC000003,Std,2012-02-29T13:00:00,0.091,13:00:00
MAC000003,Std,2012-02-29T13:30:00,0.147,13:30:00
MAC000003,Std,2012-02-29T14:00:00,0.174,14:00:00
MAC000003,Std,2012-02-29T14:30:00,0.175,14:30:00
MAC000003,Std,2012-02-29T15:00:00,0.186,15:00:00
MAC000003,Std,2012-02-29T15:30:00,0.144,15:30:00
MAC000003,Std,2012-02-29T16:00:00,0.087,16:00:00
MAC000003,Std,2012-02-29T16:30:00,0.157,16:30:00
MAC000003,Std,2012-02-29T17:00:00,0.136,17:00:00
MAC000003,Std,2012-02-29T17:30:00,0.136,17:30:00
MAC000003,Std,2012-02-29T18:00:00,0.15,18:00:00
MAC000003,Std,2012-02-29T18:30:00,0.108,18:30:00
MAC000003,Std,2012-02-29T19:00:00,0.113,19:00:00
MAC000003,Std,2012-02-29T19:30:00,0.664,19:30:00
MAC000003,Std,2012-02-29T20:00:00,0.557,20:00:00
MAC000003,Std,2012-02-29T20:30:00,0.563,20:30:00
MAC000003,Std,2012-02-29T21:00:00,0.194,21:00:00
MAC000003,Std,2012-02-29T21:30:00,0.383,21:30:00
MAC000003,Std,2012-02-29T22:00:00,0.209,22:00:00
MAC000003,Std,2012-02-29T22:30:00,0.168,22:30:00
MAC000003,Std,2012-02-29T23:00:00,0.183,23:00:00
MAC000003,Std,2012-02-29T23:30:00,0.21,23:30:00
MAC000003,Std,2012-03-01T00:00:00,0.142,0:00:00
MAC000003,Std,2012-03-01T00:30:00,0.091,0:30:00
MAC000003,Std,2012-03-01T01:00:00,0.128,1:00:00
